Organism Name	Organism Taxonomic ID	Assembly Accession	Assembly Name	Assembly Release Date	Assembly BioSample Accession	Assembly BioProject Accession	Assembly BioProject Lineage Parent Accessions	Source Database
Branchiostoma lanceolatum	7740	GCA_035083965.1	klBraLanc5.hap2	2024-01-05	SAMN38372375	PRJNA1044120	PRJNA1049444	SOURCE_DATABASE_GENBANK
Branchiostoma lanceolatum	7740	GCA_035149815.1	klBraLanc5.hap1	2024-01-05	SAMN38372375	PRJNA1044121	PRJNA1049444	SOURCE_DATABASE_GENBANK
Branchiostoma lanceolatum	7740	GCA_927797965.1	BraLan3	2022-02-02	SAMEA11998880	PRJEB49647	PRJEB49670	SOURCE_DATABASE_GENBANK
Branta canadensis	8853	GCA_006130075.1	GSC_cangoose_1.0	2019-06-05	SAMN11031539	PRJNA524684	PRJNA706690	SOURCE_DATABASE_GENBANK
Branta ruficollis	184715	GCA_045784505.1	ASM4578450v1	2024-12-06	SAMN44603921	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Brassica rapa	3711	GCA_000309985.3	CAAS_Brap_v3.01	2020-01-23	SAMN02981293	PRJNA59981	PRJDB20515	SOURCE_DATABASE_GENBANK
Bromus sterilis	55777	GCA_950022295.1	lpBroSter1.1	2023-06-27	SAMEA9143060	PRJEB61553	PRJEB60321	SOURCE_DATABASE_GENBANK
Bromus sterilis	55777	GCA_950022485.1	lpBroSter1.1 alternate haplotype	2023-04-29	SAMEA9143060	PRJEB61554	PRJEB60321	SOURCE_DATABASE_GENBANK
Bromus tectorum	29667	GCA_042919945.1	lpBroTect1.o.p	2024-10-15	SAMN41458281	PRJNA1120474	PRJNA986206	SOURCE_DATABASE_GENBANK
Bromus tectorum	29667	GCA_042919835.1	lpBroTect1.0.a	2024-10-10	SAMN41458281	PRJNA1120475	PRJNA986206	SOURCE_DATABASE_GENBANK
Brosme brosme	81638	GCA_040955155.2	fBroBro1_p1.2	2025-08-05	SAMN40462367	PRJNA1116562	PRJNA813333,PRJNA1084035	SOURCE_DATABASE_GENBANK
Brosme brosme	81638	GCA_040955175.2	fBroBro1_a1.2	2025-08-05	SAMN40462367	PRJNA1116563	PRJNA813333,PRJNA1084035	SOURCE_DATABASE_GENBANK
Bruchidius siliquastri	1649775	GCA_949316355.1	icBruSili1.1	2023-03-10	SAMEA111458828	PRJEB60137	PRJEB59372	SOURCE_DATABASE_GENBANK
Bruchidius siliquastri	1649775	GCA_949316485.1	icBruSili1.1 alternate haplotype	2023-04-08	SAMEA111458828	PRJEB60136	PRJEB59372	SOURCE_DATABASE_GENBANK
Buathra laborator	1419289	GCA_934046635.1	iyBuaLabo1.1	2022-03-27	SAMEA8534297	PRJEB51796	PRJEB50481	SOURCE_DATABASE_GENBANK
Buathra laborator	1419289	GCA_934046145.1	iyBuaLabo1.1 alternate haplotype	2022-03-27	SAMEA8534297	PRJEB51795	PRJEB50481	SOURCE_DATABASE_GENBANK
Bubo scandiacus	371907	GCA_017315185.1	ASM1731518v1	2021-03-09	SAMN16326210	PRJNA666618	PRJNA706690	SOURCE_DATABASE_GENBANK
Bubo scandiacus	371907	GCA_045783345.1	ASM4578334v1	2024-12-06	SAMN44603990	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Bubo scandiacus	371907	GCA_050242785.1	bBubSca2_p1.1	2025-05-07	SAMN41697951	PRJNA1153371	PRJNA813333,PRJNA1106032	SOURCE_DATABASE_GENBANK
Bubo scandiacus	371907	GCA_050242815.1	bBubSca2_a1.1	2025-05-07	SAMN41697951	PRJNA1153370	PRJNA813333,PRJNA1106032	SOURCE_DATABASE_GENBANK
Bucanetes githagineus	589648	GCA_045784865.1	ASM4578486v1	2024-12-06	SAMN44603900	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Bucco capensis	135168	GCA_013396975.1	ASM1339697v1	2020-07-10	SAMN12253774	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Buchholzia appendiculata	735358	GCA_034694885.1	ASM3469488v1	2023-12-27	SAMN25040753	PRJNA758215	PRJNA706923	SOURCE_DATABASE_GENBANK
Bucorvus abyssinicus	153643	GCA_009769605.1	bBucAby1.pri	2019-12-23	SAMN12614799	PRJNA561887	PRJNA562182	SOURCE_DATABASE_GENBANK
Bucorvus abyssinicus	153643	GCA_009769595.1	bBucAby1.alt	2019-12-19	SAMN12614799	PRJNA561886	PRJNA562182	SOURCE_DATABASE_GENBANK
Bucorvus abyssinicus	153643	GCA_013398885.1	ASM1339888v1	2020-07-10	SAMN12253919	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Bufo bufo	8384	GCA_905171715.1	aBufBuf1.1 alternate haplotype	2021-01-28	SAMEA7521636	PRJEB42169	PRJEB42238	SOURCE_DATABASE_GENBANK
Bufo bufo	8384	GCA_905171765.1	aBufBuf1.1	2021-01-28	SAMEA7521636	PRJEB42168	PRJEB42238	SOURCE_DATABASE_GENBANK
Bugula neritina	10212	GCA_010799875.2	ASM1079987v2	2020-08-06	SAMN10319711	PRJNA498596	PRJNA649812	SOURCE_DATABASE_GENBANK
Bugulina stolonifera	192920	GCA_935421135.1	tzBugStol2.1	2022-05-03	SAMEA7536683	PRJEB51931	PRJEB51034	SOURCE_DATABASE_GENBANK
Bugulina stolonifera	192920	GCA_935421085.1	tzBugStol2.1 alternate haplotype	2022-04-16	SAMEA7536683	PRJEB51932	PRJEB51034	SOURCE_DATABASE_GENBANK
Buphagus erythrorhynchus	245048	GCA_013400855.1	ASM1340085v1	2020-07-10	SAMN12253904	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Burhinus bistriatus	240201	GCA_013397275.1	ASM1339727v1	2020-07-10	SAMN12253814	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Buteo regalis	223441	GCA_037951015.2	bButReg1_p1.2	2025-07-18	SAMN39710063	PRJNA1077959	PRJNA1071626	SOURCE_DATABASE_GENBANK
Buteo regalis	223441	GCA_037954475.2	bButReg1_a1.2	2025-07-18	SAMN39710063	PRJNA1077960	PRJNA1071626	SOURCE_DATABASE_GENBANK
Buteo rufinus	115134	GCA_045784765.1	ASM4578476v1	2024-12-06	SAMN44603932	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Butorides virescens	110671	GCA_046118985.1	bButVir1_p1.1	2024-12-17	SAMN41697952	PRJNA1153368	PRJNA813333,PRJNA1106035	SOURCE_DATABASE_GENBANK
Butorides virescens	110671	GCA_017310255.1	ASM1731025v1	2021-03-09	SAMN16326460	PRJNA666735	PRJNA706690	SOURCE_DATABASE_GENBANK
Butorides virescens	110671	GCA_046119005.1	bButVir1_a1.1	2024-12-17	SAMN41697952	PRJNA1153367	PRJNA813333,PRJNA1106035	SOURCE_DATABASE_GENBANK
Buxus sempervirens	4002	GCA_947561395.3	drBuxSemp1.3	2024-07-29	SAMEA7522626	PRJEB58115	PRJEB53560	SOURCE_DATABASE_GENBANK
Buxus sempervirens	4002	GCA_947561485.2	drBuxSemp1.3 alternate haplotype	2024-07-29	SAMEA7522626	PRJEB58114	PRJEB53560	SOURCE_DATABASE_GENBANK
Cabera pusaria	722659	GCA_954871355.1	ilCabPusa1.1	2023-07-14	SAMEA112226456	PRJEB63255	PRJEB62171	SOURCE_DATABASE_GENBANK
Cabera pusaria	722659	GCA_954871345.1	ilCabPusa1.1 alternate haplotype	2023-07-16	SAMEA112226456	PRJEB63254	PRJEB62171	SOURCE_DATABASE_GENBANK
Caenorhabditis afra	1094335	GCA_963570955.1	nxCaeAfra1.1	2023-10-27	SAMEA8119419	PRJEB67487	PRJEB67714	SOURCE_DATABASE_GENBANK
Caenorhabditis afra	1094335	GCA_963570465.1	nxCaeAfra1.1 alternate haplotype	2023-10-26	SAMEA8119419	PRJEB67488	PRJEB67714	SOURCE_DATABASE_GENBANK
Caesio teres	1311420	GCA_048129055.1	fCaeTer1.1_haplotype_1	2025-02-28	SAMN41769331	PRJNA1121328	PRJNA1120816	SOURCE_DATABASE_GENBANK
Caesio teres	1311420	GCA_048129025.1	fCaeTer1.1_haplotype_2	2025-02-28	SAMN41769331	PRJNA1121329	PRJNA1120816	SOURCE_DATABASE_GENBANK
Calamotropha paludella	1371681	GCA_927399485.1	ilCalPalu1.1	2022-02-03	SAMEA7746625	PRJEB49993	PRJEB47466	SOURCE_DATABASE_GENBANK
Calamotropha paludella	1371681	GCA_927399455.1	ilCalPalu1.1 alternate haplotype	2022-01-21	SAMEA7746625	PRJEB49994	PRJEB47466	SOURCE_DATABASE_GENBANK
Calandrella brachydactyla	670336	GCA_055770395.1	ASM5577039v1	2026-03-10	SAMN52663868	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
Calcarius ornatus	198940	GCA_013397715.1	ASM1339771v1	2020-07-10	SAMN12253923	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Calidris acuminata	192723	GCA_055772695.1	ASM5577269v1	2026-03-10	SAMN52663752	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris bairdii	279937	GCA_045782915.1	ASM4578291v1	2024-12-06	SAMN44604054	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris canutus	227173	GCA_045788245.1	ASM4578824v1	2024-12-06	SAMN44603797	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris falcinellus	3149495	GCA_045783335.1	ASM4578333v1	2024-12-06	SAMN44603991	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris fuscicollis	279940	GCA_045787265.1	ASM4578726v1	2024-12-06	SAMN44603850	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris himantopus	279938	GCA_045788275.1	ASM4578827v1	2024-12-06	SAMN44603798	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris maritima	28682	GCA_045783535.1	ASM4578353v1	2024-12-06	SAMN44603969	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris melanotos	240202	GCA_045783155.1	ASM4578315v1	2024-12-06	SAMN44604018	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris minuta	670340	GCA_045781965.1	ASM4578196v1	2024-12-06	SAMN44604085	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris ruficollis	272047	GCA_045782775.1	ASM4578277v1	2024-12-06	SAMN44604048	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris subruficollis	1940537	GCA_045783555.1	ASM4578355v1	2024-12-06	SAMN44603972	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Calidris temminckii	328946	GCA_045781935.1	ASM4578193v1	2024-12-06	SAMN44604084	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Callaeas wilsoni	1347786	GCA_013398955.1	ASM1339895v1	2020-07-10	SAMN12253743	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Calligrapha alni	359191	GCA_046129895.1	icCalAlnx1_p1.1	2024-12-17	SAMN42469304	PRJNA1153342	PRJNA813333,PRJNA1105573	SOURCE_DATABASE_GENBANK
Calligrapha alni	359191	GCA_046129265.1	icCalAlnx1_a1.1	2024-12-17	SAMN42469304	PRJNA1153341	PRJNA813333,PRJNA1105573	SOURCE_DATABASE_GENBANK
Callimorpha dominula	938182	GCA_949752705.1	ilCalDomi2.1	2023-04-03	SAMEA7701310	PRJEB60859	PRJEB60214	SOURCE_DATABASE_GENBANK
Callimorpha dominula	938182	GCA_949752685.1	ilCalDomi2.1 alternate haplotype	2023-04-08	SAMEA7701310	PRJEB60860	PRJEB60214	SOURCE_DATABASE_GENBANK
Callionymus lyra	34785	GCA_016630915.1	ASM1663091v1	2021-01-13	SAMN15526017	PRJNA634838	PRJNA706923	SOURCE_DATABASE_GENBANK
Calliopum simillimum	1824995	GCA_951812925.1	idCalSimi1.1	2023-07-14	SAMEA110451624	PRJEB62996	PRJEB61129	SOURCE_DATABASE_GENBANK
Calliopum simillimum	1824995	GCA_951812915.1	idCalSimi1.1 alternate haplotype	2023-07-16	SAMEA110451624	PRJEB62995	PRJEB61129	SOURCE_DATABASE_GENBANK
Callipepla californica brunnescens	2893758	GCA_023055505.1	bCalCai1.0.p	2022-05-05	SAMN26894057	PRJNA819182	PRJNA777150	SOURCE_DATABASE_GENBANK
Callipepla californica brunnescens	2893758	GCA_023055725.1	bCalCai1.0.a	2022-04-19	SAMN26894057	PRJNA819181	PRJNA777150	SOURCE_DATABASE_GENBANK
Calliphora vicina	7373	GCA_958301635.1	idCalVici1.1 alternate haplotype	2023-07-09	SAMEA7521395	PRJEB64193	PRJEB59784	SOURCE_DATABASE_GENBANK
Calliphora vicina	7373	GCA_958450345.1	idCalVici1.1	2023-07-18	SAMEA7521395	PRJEB64194	PRJEB59784	SOURCE_DATABASE_GENBANK
Calliphora vomitoria	27454	GCA_942486065.2	idCalVomi1.2	2022-10-08	SAMEA8534291	PRJEB52695	PRJEB52479	SOURCE_DATABASE_GENBANK
Calliphora vomitoria	27454	GCA_942486075.2	idCalVomi1.2 alternate haplotype	2022-10-08	SAMEA8534291	PRJEB52696	PRJEB52479	SOURCE_DATABASE_GENBANK
Callithrix jacchus	9483	GCA_011078405.1	mCalJac1.mat	2020-03-10	SAMN12368443	PRJNA558086	PRJNA560230	SOURCE_DATABASE_GENBANK
Callithrix jacchus	9483	GCA_011100535.2	mCalJac1.2.pat	2021-04-28	SAMN12368443	PRJNA558087	PRJNA560230	SOURCE_DATABASE_GENBANK
Callithrix jacchus	9483	GCA_011100555.2	mCalJa1.2.pat.X	2021-04-28	SAMN12368443	PRJNA597600	PRJNA560230	SOURCE_DATABASE_GENBANK
Callithrix jacchus	9483	GCA_049354655.1	calJac240_alt	2025-04-08	SAMN47004743	PRJNA1229129	PRJNA1229622	SOURCE_DATABASE_GENBANK
Callithrix jacchus	9483	GCA_049354715.1	calJac240_pri	2025-04-08	SAMN47004743	PRJNA1229130	PRJNA1229622	SOURCE_DATABASE_GENBANK
Callorhinus ursinus	34884	GCA_003265705.2	GSC_fseal_2.0	2025-02-03	SAMN09379881	PRJNA475116	PRJNA706690	SOURCE_DATABASE_GENBANK
Callospermophilus lateralis	76772	GCA_048772815.1	mCalLat2.hap1	2025-03-21	SAMN47326584	PRJNA1235320	PRJNA1237861	SOURCE_DATABASE_GENBANK
Callospermophilus lateralis	76772	GCA_048772825.1	mCalLat2.hap2	2025-03-21	SAMN47326584	PRJNA1235321	PRJNA1237861	SOURCE_DATABASE_GENBANK
Caloenas nicobarica	187106	GCA_013398195.1	ASM1339819v1	2020-07-10	SAMN12253981	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Caloenas nicobarica	187106	GCA_036010745.1	bCalNic1.hap2	2024-01-24	SAMN39256628	PRJNA1061159	PRJNA1061556	SOURCE_DATABASE_GENBANK
Caloenas nicobarica	187106	GCA_036013445.1	bCalNic1.hap1	2024-01-26	SAMN39256628	PRJNA1061158	PRJNA1061556	SOURCE_DATABASE_GENBANK
Calonectris borealis	1323832	GCA_013401115.1	ASM1340111v1	2020-07-10	SAMN12253995	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Calopteryx splendens	52612	GCA_002093875.1	Calsple1.0	2017-04-14	SAMN04994746	PRJNA315816	PRJNA163993	SOURCE_DATABASE_GENBANK
Calypte anna	9244	GCA_003957555.2	bCalAnn1_v1.p	2019-05-17	SAMN02265252	PRJNA489139	PRJNA510144	SOURCE_DATABASE_GENBANK
Calypte anna	9244	GCA_003957575.1	bCalAnn1_v1.h	2018-12-20	SAMN02265252	PRJNA489140	PRJNA510144	SOURCE_DATABASE_GENBANK
Calyptomena viridis	135972	GCA_013390005.1	ASM1339000v1	2020-07-06	SAMN12253865	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Camelus dromedarius	9838	GCA_036321535.1	mCamDro1.pat	2024-01-31	SAMN39296380	PRJNA1064426	PRJNA1068118	SOURCE_DATABASE_GENBANK
Camelus dromedarius	9838	GCA_036321565.1	mCamDro1.hap2	2024-01-31	SAMN39296380	PRJNA1064427	PRJNA1068118	SOURCE_DATABASE_GENBANK
Camisia spinifer	198258	GCA_034694065.1	ASM3469406v1	2023-12-27	SAMN24116359	PRJNA758215	PRJNA706923	SOURCE_DATABASE_GENBANK
Camisiidae sp.	3018425	GCA_034696325.1	ASM3469632v1	2023-12-27	SAMN25040804	PRJNA758215	PRJNA706923	SOURCE_DATABASE_GENBANK
Campaea margaritaria	934813	GCA_912999815.1	ilCamMarg1.1	2021-08-18	SAMEA7701535	PRJEB47023	PRJEB45206	SOURCE_DATABASE_GENBANK
Campaea margaritaria	934813	GCA_912999775.1	ilCamMarg1.1 alternate haplotype	2021-08-18	SAMEA7701535	PRJEB47022	PRJEB45206	SOURCE_DATABASE_GENBANK
Campephilus rubricollis	381862	GCA_055772615.1	ASM5577261v1	2026-03-10	SAMN52663757	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
Campodea augens	438502	GCA_009757345.1	UGE_Caugens_1.0	2019-12-16	SAMN07967199	PRJNA416902	PRJNA163993	SOURCE_DATABASE_GENBANK
Campodea plusiochaeta	2926721	GCA_034698565.1	ASM3469856v1	2023-12-27	SAMN25040754	PRJNA758215	PRJNA706923	SOURCE_DATABASE_GENBANK
Campodea silvestrii	1519098	GCA_034694985.1	ASM3469498v1	2023-12-27	SAMN25040755	PRJNA758215	PRJNA706923	SOURCE_DATABASE_GENBANK
Campoletis raptor	2922060	GCA_948107755.1	iyCamRapt1.1	2023-01-12	SAMEA14448294	PRJEB58800	PRJEB56062	SOURCE_DATABASE_GENBANK
Campoletis raptor	2922060	GCA_948107775.1	iyCamRapt1.1 alternate haplotype	2023-01-12	SAMEA14448294	PRJEB58801	PRJEB56062	SOURCE_DATABASE_GENBANK
Camponotus vicinus	168615	GCA_025532165.1	iyCamVici1.0	2022-10-03	SAMN30501363	PRJNA874059	PRJNA808334	SOURCE_DATABASE_GENBANK
Camptogramma bilineatum	934908	GCA_958496255.1	ilCamBiln1.1	2023-07-18	SAMEA7701528	PRJEB64370	PRJEB55948	SOURCE_DATABASE_GENBANK
Camptogramma bilineatum	934908	GCA_958496295.1	ilCamBiln1.1 alternate haplotype	2023-07-18	SAMEA7701528	PRJEB64371	PRJEB55948	SOURCE_DATABASE_GENBANK
Campylopterus hemileucurus	472786	GCA_055772915.1	ASM5577291v1	2026-03-10	SAMN52663738	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
Campylopterus largipennis	304605	GCA_055772935.1	ASM5577293v1	2026-03-10	SAMN52663737	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
Campylorhamphus procurvoides	190295	GCA_013396655.1	ASM1339665v1	2020-07-10	SAMN12253772	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Campylorhynchus brunneicapillus	141853	GCA_055770855.1	ASM5577085v1	2026-03-10	SAMN52663845	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
Cancer borealis	39395	GCA_036785035.1	qmCanBore1_a1.0	2024-02-22	SAMN36896543	PRJNA1018998	PRJNA1002316	SOURCE_DATABASE_GENBANK
Cancer borealis	39395	GCA_036785275.1	qmCanBore1_p1.0	2024-02-22	SAMN36896543	PRJNA1018997	PRJNA1002316	SOURCE_DATABASE_GENBANK
Candidula unifasciata	100452	GCA_905116865.2	CUNI_anot_genome.v2	2021-05-16	SAMEA7574008	PRJEB41346	PRJNA706923	SOURCE_DATABASE_GENBANK
Candoia aspera	51853	GCA_035125265.1	rCanAsp1.hap1	2024-01-05	SAMN37159891	PRJNA1009781	PRJNA1062323	SOURCE_DATABASE_GENBANK
Candoia aspera	51853	GCA_035149785.1	rCanAsp1.hap2	2024-01-18	SAMN37159891	PRJNA1009782	PRJNA1062323	SOURCE_DATABASE_GENBANK
Canis lupus	9612	GCA_905319845.1	mCanLor1.1 alternate haplotype	2021-03-21	SAMEA7532739	PRJEB43199	PRJEB43409	SOURCE_DATABASE_GENBANK
Canis lupus	9612	GCA_905319855.2	mCanLor1.2	2021-03-26	SAMEA7532739	PRJEB43200	PRJEB43409	SOURCE_DATABASE_GENBANK
Canis lupus baileyi	143281	GCA_048164845.1	mCanLup2.hap2	2025-02-27	SAMN46796784	PRJNA1223037	PRJNA1225731	SOURCE_DATABASE_GENBANK
Canis lupus baileyi	143281	GCA_048164855.1	mCanLup2.hap1	2025-02-27	SAMN46796784	PRJNA1223036	PRJNA1225731	SOURCE_DATABASE_GENBANK
Canis lupus familiaris	9615	GCA_004027395.1	CanFam_VD_v1_BIUU	2019-01-16	SAMN07678141	PRJNA399441	PRJNA312960	SOURCE_DATABASE_GENBANK
Canis lupus familiaris	9615	GCA_011100685.1	UU_Cfam_GSD_1.0	2020-03-10	SAMN13230619	PRJNA587469	PRJNA489243	SOURCE_DATABASE_GENBANK
Cantharis flavilabris	877752	GCA_949152465.1	icCanFlav1.1	2023-03-10	SAMEA111458455	PRJEB59846	PRJEB59137	SOURCE_DATABASE_GENBANK
Cantharis flavilabris	877752	GCA_949152385.1	icCanFlav1.1 alternate haplotype	2023-04-08	SAMEA111458455	PRJEB59845	PRJEB59137	SOURCE_DATABASE_GENBANK
Cantharis lateralis	877886	GCA_963170105.1	icCanLate1.1	2023-08-18	SAMEA112232684	PRJEB64909	PRJEB60823	SOURCE_DATABASE_GENBANK
Cantharis lateralis	877886	GCA_963170035.1	icCanLate1.1 alternate haplotype	2023-08-19	SAMEA112232684	PRJEB64908	PRJEB60823	SOURCE_DATABASE_GENBANK
Cantharis nigra	1553174	GCA_958510845.1	icCanNigr2.1	2023-07-18	SAMEA112232571	PRJEB64391	PRJEB60708	SOURCE_DATABASE_GENBANK
Cantharis nigra	1553174	GCA_958510835.1	icCanNigr2.1 alternate haplotype	2023-07-18	SAMEA112232571	PRJEB64390	PRJEB60708	SOURCE_DATABASE_GENBANK
Cantharis rufa	350087	GCA_947369205.1	icCanRufa1.1	2022-12-04	SAMEA7520947	PRJEB57708	PRJEB56058	SOURCE_DATABASE_GENBANK
Cantharis rufa	350087	GCA_947369215.1	icCanRufa1.1 alternate haplotype	2022-11-27	SAMEA7520947	PRJEB57709	PRJEB56058	SOURCE_DATABASE_GENBANK
Cantharis rustica	195172	GCA_911387805.1	icCanRust1.1	2021-07-21	SAMEA7524272	PRJEB46423	PRJEB45190	SOURCE_DATABASE_GENBANK
Cantharis rustica	195172	GCA_911387815.1	icCanRust1.1 alternate haplotype	2021-07-21	SAMEA7524272	PRJEB46422	PRJEB45190	SOURCE_DATABASE_GENBANK
Capra nubiana	72543	GCA_054855995.1	mCapNub1.hap1	2026-01-30	SAMN54684662	PRJNA1403631	PRJNA1406337	SOURCE_DATABASE_GENBANK
Capra nubiana	72543	GCA_054856215.1	mCapNub1.hap2	2026-01-30	SAMN54684662	PRJNA1403632	PRJNA1406337	SOURCE_DATABASE_GENBANK
Caprimulgus aegyptius	723173	GCA_055772955.1	ASM5577295v1	2026-03-10	SAMN52663739	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
Caprimulgus europaeus	111811	GCA_045788555.1	ASM4578855v1	2024-12-06	SAMN44603783	PRJNA1153307	PRJNA489244	SOURCE_DATABASE_GENBANK
Caprimulgus europaeus	111811	GCA_907165065.1	bCapEur3.1	2021-05-17	SAMEA7524394	PRJEB44540	PRJEB44830	SOURCE_DATABASE_GENBANK
Caprimulgus europaeus	111811	GCA_907165095.1	bCapEur3.1 alternate haplotype	2021-05-15	SAMEA7524394	PRJEB44541	PRJEB44830	SOURCE_DATABASE_GENBANK
Capromys pilorides	34842	GCA_004027915.1	CapPil_v1_BIUU	2019-01-16	SAMN07678066	PRJNA399377	PRJNA312960	SOURCE_DATABASE_GENBANK
Carabodes femoralis	229793	GCA_034694945.1	ASM3469494v1	2023-12-27	SAMN25040756	PRJNA758215	PRJNA706923	SOURCE_DATABASE_GENBANK
Carabus problematicus	49291	GCA_963422195.1	icCarProb1.1	2023-09-11	SAMEA112221835	PRJEB65488	PRJEB61438	SOURCE_DATABASE_GENBANK
Carabus problematicus	49291	GCA_963422185.1	icCarProb1.1 alternate haplotype	2023-09-03	SAMEA112221835	PRJEB65489	PRJEB61438	SOURCE_DATABASE_GENBANK
Caradrina clavipalpis	987895	GCA_932526535.1	ilCarClav1.1	2022-03-23	SAMEA8603187	PRJEB51393	PRJEB50788	SOURCE_DATABASE_GENBANK
Caradrina clavipalpis	987895	GCA_932526345.1	ilCarClav1.1 alternate haplotype	2022-03-11	SAMEA8603187	PRJEB51394	PRJEB50788	SOURCE_DATABASE_GENBANK
Caradrina kadenii	987896	GCA_947462355.1	ilCarKade1.1	2022-12-06	SAMEA8534280	PRJEB57907	PRJEB55745	SOURCE_DATABASE_GENBANK
Caradrina kadenii	987896	GCA_947462605.1	ilCarKade1.1 alternate haplotype	2022-12-02	SAMEA8534280	PRJEB57906	PRJEB55745	SOURCE_DATABASE_GENBANK
Carassius carassius	217509	GCA_963082795.1	fCarCar2.1 alternate haplotype	2023-08-08	SAMEA11296534	PRJEB64836	PRJEB62001	SOURCE_DATABASE_GENBANK
Carassius carassius	217509	GCA_963082965.1	fCarCar2.1	2023-08-09	SAMEA11296534	PRJEB64837	PRJEB62001	SOURCE_DATABASE_GENBANK
Carcharias taurus	30501	GCA_055471155.1	sCarTau1.hap1	2026-02-24	SAMN55209890	PRJNA1420182	PRJNA1425598	SOURCE_DATABASE_GENBANK
Carcharias taurus	30501	GCA_055471145.1	sCarTau1.hap2	2026-02-24	SAMN55209890	PRJNA1420183	PRJNA1425598	SOURCE_DATABASE_GENBANK
Carcharodon carcharias	13397	GCA_017639455.1	sCarCar2.alt	2021-03-30	SAMN12629504	PRJNA562008	PRJNA562191	SOURCE_DATABASE_GENBANK
Carcharodon carcharias	13397	GCA_017639515.1	sCarCar2.pri	2021-03-30	SAMN12629504	PRJNA562007	PRJNA562191	SOURCE_DATABASE_GENBANK
Carcharodon carcharias	13397	GCA_036900835.1	sCarCar3.0.hap2	2024-02-28	SAMN38285717	PRJNA1041473	PRJNA1013551	SOURCE_DATABASE_GENBANK
Carcharodon carcharias	13397	GCA_036900845.1	sCarCar3.0.hap1	2024-02-28	SAMN38285717	PRJNA1041474	PRJNA1013551	SOURCE_DATABASE_GENBANK
Carcharodon carcharias	13397	GCA_051200465.1	sCarCar4_a1.1	2025-07-03	SAMN40082091	PRJNA1156334	PRJNA813333,PRJNA1079403	SOURCE_DATABASE_GENBANK
Carcharodon carcharias	13397	GCA_051200495.1	sCarCar4_p1.1	2025-07-03	SAMN40082091	PRJNA1156333	PRJNA813333,PRJNA1079403	SOURCE_DATABASE_GENBANK
Carcina quercana	116121	GCA_910589575.2	ilCarQuer1.2	2022-04-28	SAMEA7519850	PRJEB45321	PRJEB45132	SOURCE_DATABASE_GENBANK
Carcina quercana	116121	GCA_910589345.2	ilCarQuer1.2 alternate haplotype	2022-01-24	SAMEA7519850	PRJEB45320	PRJEB45132	SOURCE_DATABASE_GENBANK
Cardamine flexuosa	50462	GCA_963555745.1	ddCarFlex1.1	2023-10-06	SAMEA9143028	PRJEB66693	PRJEB65704	SOURCE_DATABASE_GENBANK
Cardamine flexuosa	50462	GCA_963555785.1	ddCarFlex1.1 alternate haplotype	2023-10-06	SAMEA9143028	PRJEB66694	PRJEB65704	SOURCE_DATABASE_GENBANK
Cardellina pusilla	142478	GCA_055770295.1	ASM5577029v1	2026-03-10	SAMN52663874	PRJNA1307197	PRJNA489244	SOURCE_DATABASE_GENBANK
